Date start:22/06/2018;Date stop:31/12/2018
Data;WTE2.L1.WTG1.Status.WTG Event;WTE2.L1.WTG2.Status.WTG Event;WTE2.L1.WTG3.Status.WTG Event;WTE2.L2.WTG12.Status.WTG Event;WTE2.L2.WTG13.Status.WTG Event;WTE2.L2.WTG14.Status.WTG Event;
2018/08/17 00:00:55;0;0;0;;;;
2018/08/17 00:00:56;;;;0;0;0;
2018/08/17 09:59:55;;;null;;;;
2018/08/17 10:44:55;;;900;;;;
2018/08/17 10:45:50;;;0;;;;
2018/08/17 15:08:55;;;;;275;;
2018/08/17 15:09:23;;;275;;;;
2018/08/17 15:35:35;;;;;0;;
2018/08/17 15:36:19;;;0;;;;
2018/08/17 20:15:43;;;;275;;;
2018/08/17 20:20:19;;;;;;275;
2018/08/17 20:42:18;;;;0;;;
2018/08/17 20:47:24;;;;;;0;
2018/08/18 00:00:47;null;null;null;null;null;null;
2018/08/18 00:01:05;;;;0;0;0;
2018/08/18 00:01:07;0;0;0;;;;
2018/08/19 00:00:47;null;null;null;null;null;null;
2018/08/19 00:01:06;;;;0;0;0;
2018/08/19 00:01:07;0;0;0;;;;
2018/08/20 00:00:47;null;null;null;;;;
2018/08/20 00:00:47;;;;null;null;null;
2018/08/20 00:01:05;0;0;0;;;;
2018/08/20 00:01:06;;;;0;0;0;
2018/08/20 08:54:11;null;null;null;null;null;null;
2018/08/20 08:57:11;0;0;0;;;;
2018/08/20 08:57:13;;;;0;0;0;
2018/08/20 10:01:35;;;;;;null;
2018/08/20 13:23:20;;899;899;;;;
2018/08/20 13:23:25;899;;;;;;
2018/08/20 13:23:30;;916;;;;;
2018/08/20 13:23:35;;;;null;;;
2018/08/20 13:23:45;;;;;null;;
2018/08/20 13:23:50;;;;916;;;
2018/08/20 13:24:25;;;;null;;;
2018/08/20 13:24:25;null;;;;;;
2018/08/20 13:24:30;;;null;;;;
2018/08/20 13:24:40;;null;;;;;
2018/08/20 14:48:45;;;;916;0;;
