Date start:2018/06/22;Date stop:2021/03/10
Device;Date start;Date stop;Duration;Duration (sec);Error code;Description;Nature;Cause;Energy loss(kWh);Modified by
 11221; 2021/01/01 01:33:00; 2021/01/01 01:50:42;="00:17:42";1062;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11222; 2021/01/01 14:43:30; 2021/01/01 19:16:24;="04:32:54";16374;154;[154] - Max rotor RPM;Rotor;DEV_UN;686,95;;
 11223; 2021/01/02 00:32:12; 2021/01/02 01:38:54;="01:06:42";4002;154;[154] - Max rotor RPM;Rotor;DEV_UN;707,08;;
 11224; 2021/01/02 21:58:18; 2021/01/02 22:05:18;="00:07:00";420;315;[315] - ExEx low voltage L;Electrical;GRID;6,77;;
 11225; 2021/01/03 02:20:36; 2021/01/03 02:29:12;="00:08:36";516;315;[315] - ExEx low voltage L;Electrical;GRID;8,31;;
 11226; 2021/01/03 09:09:42; 2021/01/03 09:51:48;="00:42:06";2526;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11241; 2021/01/14 01:04:37; 2021/01/14 01:33:49;="00:29:12";1752;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;28,23;;
 11245; 2021/01/21 08:17:35; 2021/01/21 12:17:29;="03:59:54";14394;-1;Unknown error;Other;DEV_SC;2251,99;SANT_GILB;
 11247; 2021/01/26 13:32:23; 2021/01/26 14:02:17;="00:29:54";1794;154;[154] - Max rotor RPM;Rotor;DEV_UN;357,02;;
 11251; 2021/02/08 10:04:51; 2021/02/08 10:22:03;="00:17:12";1032;154;[154] - Max rotor RPM;Rotor;DEV_UN;101,49;;
 11263; 2021/02/14 02:00:17; 2021/02/14 02:30:35;="00:30:18";1818;891;[891] - Yaw prot,;Yaw_system;ENV;1009,99;;
 11264; 2021/02/14 02:41:41; 2021/02/14 04:35:59;="01:54:18";6858;144;[144] - High windspeed;Wind_out_of_range;ENV;3532,82;;
 11265; 2021/02/14 05:35:17; 2021/02/14 06:21:11;="00:45:54";2754;144;[144] - High windspeed;Wind_out_of_range;ENV;1530,00;;
 11266; 2021/02/14 07:43:59; 2021/02/14 08:14:29;="00:30:30";1830;891;[891] - Yaw prot,;Yaw_system;ENV;1016,67;;
 11267; 2021/02/14 08:15:59; 2021/02/14 12:04:05;="03:48:06";13686;144;[144] - High windspeed;Wind_out_of_range;ENV;7600,63;;
 11268; 2021/02/14 15:55:41; 2021/02/14 16:04:05;="00:08:24";504;154;[154] - Max rotor RPM;Rotor;ENV;279,60;GASP_STEF;
 11269; 2021/02/14 18:38:53; 2021/02/14 19:09:05;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1004,15;;
 11270; 2021/02/14 19:51:53; 2021/02/14 20:05:47;="00:13:54";834;154;[154] - Max rotor RPM;Rotor;ENV;462,83;GASP_STEF;
 11282; 2021/02/15 01:38:41; 2021/02/15 07:45:23;="06:06:42";22002;154;[154] - Max rotor RPM;Rotor;ENV;12220,51;GASP_STEF;
 11285; 2021/02/23 18:22:55; 2021/02/23 18:39:49;="00:16:54";1014;154;[154] - Max rotor RPM;Rotor;DEV_UN;99,74;;
 11286; 2021/03/06 10:08:59; 2021/03/06 10:25:53;="00:16:54";1014;154;[154] - Max rotor RPM;Rotor;DEV_UN;192,06;;
 R3;;;="722:05:00";2599500;;;;;459563,76;;
 9; 2018/07/12 16:55:23; 2018/07/12 19:05:35;="02:10:12";7812;899;[899] - Grid volt above stop lim;Electrical;GRID;96,45;;
 10; 2018/07/15 21:19:46; 2018/07/15 21:49:46;="00:30:00";1800;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;28,78;GIAN_SOFI;
 18; 2018/07/18 14:39:16; 2018/07/18 16:09:58;="01:30:42";5442;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;9,64;MITO_MICH;
 19; 2018/07/21 07:35:51; 2018/07/21 08:48:27;="01:12:36";4356;315;[315] - ExEx low voltage L;Electrical;ELE_UN;0,00;;
 25; 2018/07/22 16:30:45; 2018/07/22 19:05:39;="02:34:54";9294;315;[315];Electrical;ELE_UN;107,30;MITO_MICH;
 26; 2018/07/22 19:05:39; 2018/07/23 08:21:39;="13:16:00";47760;315;[315];Electrical;DEV_UN;0,00;MITO_MICH;
 43; 2018/07/31 10:50:19; 2018/07/31 11:46:52;="00:56:33";3393;-1;Unknown error;Other;DEV_SC;62,13;MITO_MICH;
 44; 2018/07/31 12:02:52; 2018/07/31 12:36:51;="00:33:59";2039;309;[309] - Pause over RCS;Other;DEV_SC;162,40;MITO_MICH;
 48; 2018/08/02 19:44:47; 2018/08/02 21:00:00;="01:15:13";4513;315;[315];Other;ELE_UN;24,08;MITO_MICH;
 38; 2018/08/04 17:46:42; 2018/08/04 20:06:36;="02:19:54";8394;315;[315] - ExEx low voltage L;Electrical;ELE_UN;3,19;;
 72; 2018/08/06 14:36:48; 2018/08/06 15:19:00;="00:42:12";2532;315;[315] - ExEx low voltage L;Electrical;ELE_UN;81,92;;
 73; 2018/08/06 16:10:36; 2018/08/06 17:34:06;="01:23:30";5010;315;[315] - ExEx low voltage L;Electrical;ELE_UN;109,02;;
 74; 2018/08/06 19:05:00; 2018/08/06 20:12:24;="01:07:24";4044;315;[315] - ExEx low voltage L;Electrical;ELE_UN;0,00;;
 75; 2018/08/13 11:27:00; 2018/08/13 12:00:06;="00:33:06";1986;-1;Unknown error;Other;DEV_O;85,06;MITO_MICH;
 87; 2018/08/15 11:33:02; 2018/08/15 12:08:02;="00:35:00";2100;315;[315] - ExEx low voltage L;Electrical;GRID;255,29;;
 88; 2018/08/16 14:25:14; 2018/08/16 14:50:50;="00:25:36";1536;315;[315] - ExEx low voltage L;Electrical;GRID;338,79;;
 92; 2018/08/20 13:23:24; 2018/08/20 16:49:18;="03:25:54";12354;315;[315] - ExEx low voltage L;Electrical;GRID;310,32;;
 97; 2018/08/21 21:26:42; 2018/08/21 21:55:30;="00:28:48";1728;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;39,82;;
 107; 2018/08/24 10:47:31; 2018/08/24 14:23:55;="03:36:24";12984;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 108; 2018/08/28 07:13:17; 2018/08/28 15:34:05;="08:20:48";30048;-1;Unknown error;Other;DEV_SC;98,98;GIAN_SOFI;
 109; 2018/08/30 21:00:00; 2018/08/30 21:50:36;="00:50:36";3036;276;[276] - Start auto-outyawing CCW;Yaw_system;ENV;0,00;;
 115; 2018/09/04 17:08:10; 2018/09/04 19:14:36;="02:06:26";7586;315;[315] - ExEx low voltage L;Electrical;GRID;25,50;;
 132; 2018/09/13 16:08:24; 2018/09/13 16:48:18;="00:39:54";2394;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;11,21;;
 148; 2018/09/17 17:14:46; 2018/09/17 17:38:16;="00:23:30";1410;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 153; 2018/09/20 09:47:41; 2018/09/20 10:04:23;="00:16:42";1002;309;[309] - Pause over RCS;Other;GRID;137,38;GIAN_SOFI;
 154; 2018/09/20 11:04:21; 2018/09/20 13:23:19;="02:18:58";8338;-1;Unknown error;Other;GRID;1536,48;GIAN_SOFI;
 161; 2018/09/26 00:27:37; 2018/09/26 01:36:07;="01:08:30";4110;144;[144] - High windspeed;Wind_out_of_range;ENV;2283,35;;
 162; 2018/09/26 02:08:31; 2018/09/26 03:31:13;="01:22:42";4962;144;[144] - High windspeed;Wind_out_of_range;ENV;2756,66;;
 163; 2018/09/26 04:11:37; 2018/09/26 05:13:43;="01:02:06";3726;144;[144] - High windspeed;Wind_out_of_range;ENV;2069,98;;
 171; 2018/10/01 07:54:43; 2018/10/01 08:52:07;="00:57:24";3444;309;[309] - Pause over RCS;Electrical;ELE_SC;0,00;GIAN_SOFI;
 187; 2018/10/10 15:55:32; 2018/10/10 17:06:56;="01:11:24";4284;309;[309] - Pause over RCS;Other;ELE_SC;57,25;GIAN_SOFI;
 188; 2018/10/11 08:49:08; 2018/10/11 12:56:32;="04:07:24";14844;309;[309] - Pause over RCS;Other;ELE_SC;9,67;GIAN_SOFI;
 189; 2018/10/12 08:45:44; 2018/10/12 11:01:50;="02:16:06";8166;309;[309] - Pause over RCS;Other;ELE_SC;190,05;GIAN_SOFI;
 207; 2018/10/22 13:38:05; 2018/10/22 14:08:29;="00:30:24";1824;891;[891] - Yaw prot,;Yaw_system;ENV;1013,32;;
 208; 2018/10/23 06:24:05; 2018/10/23 07:01:05;="00:37:00";2220;144;[144] - High windspeed;Wind_out_of_range;ENV;1233,33;;
 209; 2018/10/29 09:03:34; 2018/10/29 09:26:30;="00:22:56";1376;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;243,54;;
 235; 2018/10/29 13:36:48; 2018/10/29 14:18:12;="00:41:24";2484;703;[703] - RT Dip exc, lim,;Electrical;GRID;368,41;;
 236; 2018/10/29 14:33:24; 2018/10/29 14:52:04;="00:18:40";1120;315;[315] - ExEx low voltage L;Electrical;GRID;620,23;;
 237; 2018/10/29 15:07:58; 2018/10/29 15:42:22;="00:34:24";2064;315;[315] - ExEx low voltage L;Electrical;GRID;186,01;;
 239; 2018/10/29 19:01:21; 2018/10/29 19:18:15;="00:16:54";1014;144;[144] - High windspeed;Wind_out_of_range;ENV;563,33;;
 245; 2018/11/04 20:29:04; 2018/11/04 22:07:46;="01:38:42";5922;276;[276] - Start auto-outyawing CCW;Yaw_system;ENV;0,00;;
 248; 2018/11/14 11:01:31; 2018/11/14 14:40:13;="03:38:42";13122;-1;Unknown error;Other;DEV_SC;66,17;GIAN_SOFI;
 255; 2018/11/25 13:45:12; 2018/11/25 14:29:06;="00:43:54";2634;276;[276] - Start auto-outyawing CCW;Yaw_system;ENV;9,67;;
 278; 2018/12/13 09:00:20; 2018/12/13 09:29:32;="00:29:12";1752;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 282; 2018/12/21 12:47:30; 2018/12/21 13:19:00;="00:31:30";1890;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 317; 2019/01/01 01:53:04; 2019/01/01 02:23:16;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1005,99;;
 318; 2019/01/01 05:07:52; 2019/01/01 05:37:40;="00:29:48";1788;186;[186] - Thermoerror yawmotor F;Yaw_system;DEV_UN;993,13;;
 319; 2019/01/02 21:08:12; 2019/01/02 21:38:24;="00:30:12";1812;186;[186] - Thermoerror yawmotor F;Yaw_system;DEV_UN;1006,06;;
 320; 2019/01/02 21:42:24; 2019/01/02 22:06:24;="00:24:00";1440;186;[186] - Thermoerror yawmotor F;Yaw_system;DEV_UN;799,88;;
 321; 2019/01/02 22:08:06; 2019/01/02 22:14:18;="00:06:12";372;186;[186] - Thermoerror yawmotor F;Yaw_system;DEV_UN;206,66;;
 329; 2019/01/02 22:16:12; 2019/01/09 10:46:00;="156:29:48";563388;356;[356];Yaw_system;FMJ;113643,37;GIAN_SOFI;
 330; 2019/01/09 10:46:00; 2019/01/10 18:05:32;="31:19:32";112772;356;[356];Yaw_system;DEV_UN;52367,01;GIAN_SOFI;
 336; 2019/01/14 16:03:34; 2019/01/14 16:31:22;="00:27:48";1668;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;135,53;;
 337; 2019/01/16 08:35:41; 2019/01/16 10:23:23;="01:47:42";6462;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 359; 2019/01/24 19:01:29; 2019/01/24 19:08:29;="00:07:00";420;144;[144] - High windspeed;Wind_out_of_range;ENV;233,33;;
 360; 2019/01/24 19:48:59; 2019/01/24 20:51:23;="01:02:24";3744;144;[144] - High windspeed;Wind_out_of_range;ENV;2080,00;;
 361; 2019/01/25 04:12:35; 2019/01/25 05:04:17;="00:51:42";3102;144;[144] - High windspeed;Wind_out_of_range;ENV;1723,32;;
 362; 2019/01/27 12:49:46; 2019/01/27 14:17:10;="01:27:24";5244;315;[315] - ExEx low voltage L;Electrical;GRID;656,79;;
 364; 2019/01/30 03:43:38; 2019/01/30 05:41:08;="01:57:30";7050;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 376; 2019/02/06 09:39:37; 2019/02/06 11:06:25;="01:26:48";5208;144;[144] - High windspeed;Wind_out_of_range;ENV;2893,33;;
 392; 2019/02/13 21:55:55; 2019/02/13 22:23:25;="00:27:30";1650;891;[891] - Yaw prot,;Yaw_system;ENV;916,48;;
 394; 2019/02/15 19:35:19; 2019/02/15 20:32:19;="00:57:00";3420;144;[144] - High windspeed;Wind_out_of_range;ENV;1900,00;;
 431; 2019/02/18 17:01:13; 2019/02/18 17:26:02;="00:24:49";1489;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 432; 2019/02/23 04:43:53; 2019/02/23 05:53:05;="01:09:12";4152;891;[891] - Yaw prot,;Yaw_system;ENV;2306,66;;
 433; 2019/02/23 06:01:05; 2019/02/23 06:30:35;="00:29:30";1770;144;[144] - High windspeed;Wind_out_of_range;ENV;983,33;;
 434; 2019/02/23 06:34:11; 2019/02/24 11:39:30;="29:05:19";104719;144;[144] - High windspeed;Wind_out_of_range;ENV;42168,07;;
 435; 2019/02/25 15:11:51; 2019/02/25 15:42:33;="00:30:42";1842;891;[891] - Yaw prot,;Yaw_system;ENV;1022,37;;
 436; 2019/02/25 16:41:21; 2019/02/25 17:11:27;="00:30:06";1806;891;[891] - Yaw prot,;Yaw_system;ENV;1003,16;;
 438; 2019/02/25 19:36:21; 2019/02/25 20:07:15;="00:30:54";1854;144;[144] - High windspeed;Wind_out_of_range;ENV;1029,99;;
 460; 2019/03/12 00:30:19; 2019/03/12 10:47:16;="10:16:57";37017;315;[315] - ExEx low voltage L;Electrical;GRID;20432,57;;
 471; 2019/03/14 02:00:46; 2019/03/14 02:29:16;="00:28:30";1710;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;GIAN_SOFI;
 474; 2019/03/14 14:00:58; 2019/03/14 14:23:04;="00:22:06";1326;315;[315] - ExEx low voltage L;Electrical;GRID;58,98;;
 477; 2019/03/19 07:30:06; 2019/03/19 15:08:42;="07:38:36";27516;-1;Unknown error;Other;DEV_SC;2877,55;GIAN_SOFI;
 480; 2019/03/22 09:31:18; 2019/03/22 10:58:24;="01:27:06";5226;-1;Unknown error;Other;DEV_SC;2271,06;GIAN_SOFI;
 481; 2019/03/24 02:38:12; 2019/03/24 16:42:24;="14:04:12";50652;165;[165] - Low oil-level: hydraulic;Hydraulic_system;DEV_UN;1966,10;ERNE_GRIL;
 496; 2019/04/09 18:53:10; 2019/04/09 19:24:34;="00:31:24";1884;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 500; 2019/05/01 01:48:42; 2019/05/01 02:21:24;="00:32:42";1962;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;9,67;;
 504; 2019/05/02 12:52:12; 2019/05/02 12:58:18;="00:06:06";366;202;[202] - Frequency error 1;Electrical;GRID;0,00;GIAN_SOFI;
 518; 2019/05/12 07:49:20; 2019/05/12 15:28:56;="07:39:36";27576;315;[315] - ExEx low voltage L;Electrical;GRID;415,32;;
 532; 2019/05/28 14:09:38; 2019/05/28 14:45:38;="00:36:00";2160;-1;Unknown error;Other;DEV_SC;395,53;CAPU_GIOV;
 598; 2019/07/07 15:04:21; 2019/07/07 15:22:21;="00:18:00";1080;181;[181] - Feedback yawing CW;Yaw_system;DEV_UN;100,42;;
 608; 2019/07/16 07:10:00; 2019/07/16 10:22:48;="03:12:48";11568;-1;Unknown error;Other;DEV_SC;4532,39;GIAN_SOFI;
 609; 2019/07/18 19:56:24; 2019/07/18 20:15:18;="00:18:54";1134;315;[315] - ExEx low voltage L;Electrical;GRID;22,83;;
 614; 2019/07/25 20:51:54; 2019/07/26 08:00:30;="11:08:36";40116;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 615; 2019/07/28 15:46:54; 2019/07/28 15:53:24;="00:06:30";390;315;[315] - ExEx low voltage L;Electrical;GRID;22,75;;
 625; 2019/08/08 07:30:46; 2019/08/08 15:11:35;="07:40:49";27649;-1;Unknown error;Other;DEV_SC;545,32;GIAN_SOFI;
 637; 2019/08/24 19:11:58; 2019/08/24 19:18:28;="00:06:30";390;315;[315] - ExEx low voltage L;Electrical;GRID;141,16;;
 645; 2019/08/30 15:49:00; 2019/08/30 16:43:06;="00:54:06";3246;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;21,81;;
 649; 2019/09/01 15:08:36; 2019/09/01 15:15:14;="00:06:38";398;315;[315] - ExEx low voltage L;Electrical;GRID;13,00;;
 652; 2019/09/07 21:51:08; 2019/09/07 22:47:50;="00:56:42";3402;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;GIAN_SOFI;
 657; 2019/09/13 08:09:24; 2019/09/13 13:17:18;="05:07:54";18474;309;[309] - Pause over RCS;Other;ELE_SC;2675,64;CAPU_GIOV;
 663; 2019/09/17 21:21:17; 2019/09/17 22:21:59;="01:00:42";3642;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;GIAN_SOFI;
 671; 2019/09/23 10:24:13; 2019/09/23 16:45:01;="06:20:48";22848;309;[309] - Pause over RCS;Other;DEV_SC;3971,23;GIAN_SOFI;
 680; 2019/10/02 14:57:53; 2019/10/02 15:03:53;="00:06:00";360;315;[315] - ExEx low voltage L;Electrical;GRID;141,79;;
 681; 2019/10/02 16:19:05; 2019/10/07 12:33:28;="116:14:23";418463;315;[315] - ExEx low voltage L;Electrical;FMJ;49073,26;GIAN_SOFI;
 686; 2019/10/07 13:31:10; 2019/10/07 13:45:58;="00:14:48";888;309;[309] - Pause over RCS;Other;FMJ;492,15;GIAN_SOFI;
 694; 2019/10/14 07:46:45; 2019/10/14 14:28:46;="06:42:01";24121;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 705; 2019/11/03 11:38:40; 2019/11/03 11:44:46;="00:06:06";366;315;[315] - ExEx low voltage L;Electrical;GRID;42,78;;
 716; 2019/11/09 20:21:00; 2019/11/09 20:27:18;="00:06:18";378;852;[852] - Extr Extr high volt, L;Electrical;GRID;103,41;GIAN_SOFI;
 717; 2019/11/10 09:14:06; 2019/11/10 09:36:06;="00:22:00";1320;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 727; 2019/11/15 20:46:00; 2019/11/15 21:35:12;="00:49:12";2952;335;[335] - ExtHighIRotorInv phase;Electrical;GRID;275,72;GIAN_SOFI;
 728; 2019/11/16 07:13:18; 2019/11/16 23:43:48;="16:30:30";59430;899;[899] - Grid volt above stop lim;Electrical;GRID;4220,64;;
 729; 2019/11/17 08:00:12; 2019/11/17 13:30:38;="05:30:26";19826;315;[315] - ExEx low voltage L;Electrical;GRID;2429,96;GIAN_SOFI;
 736; 2019/12/07 17:09:50; 2019/12/08 03:47:10;="10:37:20";38240;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 750; 2019/12/10 19:30:53; 2019/12/10 20:01:23;="00:30:30";1830;891;[891] - Yaw prot,;Yaw_system;ENV;1016,67;;
 751; 2019/12/10 23:27:41; 2019/12/11 00:35:11;="01:07:30";4050;144;[144] - High windspeed;Wind_out_of_range;ENV;2250,01;;
 772; 2019/12/28 21:33:30; 2019/12/28 22:44:00;="01:10:30";4230;144;[144] - High windspeed;Wind_out_of_range;ENV;2350,01;;
 773; 2019/12/29 23:42:18; 2019/12/30 00:43:18;="01:01:00";3660;891;[891] - Yaw prot,;Yaw_system;ENV;2033,33;;
 791; 2020/01/05 21:42:18; 2020/01/05 22:21:12;="00:38:54";2334;144;[144] - High windspeed;Wind_out_of_range;ENV;1296,66;;
 792; 2020/01/05 23:38:48; 2020/01/06 00:12:12;="00:33:24";2004;144;[144] - High windspeed;Wind_out_of_range;ENV;1113,34;;
 793; 2020/01/06 01:30:36; 2020/01/06 01:55:24;="00:24:48";1488;144;[144] - High windspeed;Wind_out_of_range;ENV;826,67;;
 794; 2020/01/06 02:20:06; 2020/01/06 06:55:36;="04:35:30";16530;144;[144] - High windspeed;Wind_out_of_range;ENV;9183,32;;
 795; 2020/01/06 08:02:18; 2020/01/06 08:27:18;="00:25:00";1500;144;[144] - High windspeed;Wind_out_of_range;ENV;833,35;;
 808; 2020/01/26 11:42:20; 2020/01/26 12:48:38;="01:06:18";3978;181;[181] - Feedback yawing CW;Yaw_system;OTH;0,00;MITO_MICH;
 820; 2020/02/06 01:16:41; 2020/02/06 02:13:29;="00:56:48";3408;891;[891] - Yaw prot,;Yaw_system;ENV;1893,34;;
 821; 2020/02/06 13:23:41; 2020/02/06 14:02:53;="00:39:12";2352;144;[144] - High windspeed;Wind_out_of_range;ENV;1306,67;;
 828; 2020/02/18 09:50:47; 2020/02/18 10:15:53;="00:25:06";1506;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 834; 2020/03/05 10:32:51; 2020/03/05 11:04:51;="00:32:00";1920;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;9,67;;
 838; 2020/03/17 10:25:24; 2020/03/17 10:54:42;="00:29:18";1758;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;23,78;;
 839; 2020/03/21 10:16:30; 2020/03/21 10:44:54;="00:28:24";1704;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;54,40;;
 859; 2020/03/26 02:18:15; 2020/03/26 06:17:57;="03:59:42";14382;144;[144] - High windspeed;Wind_out_of_range;ENV;7990,00;;
 860; 2020/03/26 11:06:51; 2020/03/26 11:15:15;="00:08:24";504;144;[144] - High windspeed;Wind_out_of_range;ENV;280,00;;
 861; 2020/03/26 11:33:09; 2020/03/26 11:49:57;="00:16:48";1008;144;[144] - High windspeed;Wind_out_of_range;ENV;560,01;;
 883; 2020/04/09 07:44:29; 2020/04/09 09:16:29;="01:32:00";5520;-1;Unknown error;Other;DEV_SC;258,73;GIAN_SOFI;
 884; 2020/04/12 11:03:24; 2020/04/12 17:18:36;="06:15:12";22512;315;[315] - ExEx low voltage L;Electrical;LIM;1071,88;GIAN_SOFI;
 892; 2020/04/16 20:55:26; 2020/04/16 22:51:02;="01:55:36";6936;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 901; 2020/05/05 18:13:12; 2020/05/05 19:14:42;="01:01:30";3690;-1;Unknown error;Other;DEV_SC;1403,04;GIAN_SOFI;
 903; 2020/05/12 07:31:52; 2020/05/12 10:28:22;="02:56:30";10590;-1;Unknown error;Other;DEV_SC;849,45;GIAN_SOFI;
 904; 2020/05/15 13:27:43; 2020/05/15 14:25:13;="00:57:30";3450;919;[919] - High temp, Gen bear NDE;Temperature;DEV_UN;1761,71;;
 905; 2020/05/17 02:09:44; 2020/05/17 02:51:56;="00:42:12";2532;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;118,61;;
 913; 2020/05/23 22:41:17; 2020/05/23 23:14:11;="00:32:54";1974;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;20,06;;
 914; 2020/05/24 17:08:23; 2020/05/24 17:31:17;="00:22:54";1374;182;[182] - Feedback yawing CCW;Yaw_system;DEV_UN;227,42;;
 929; 2020/06/05 02:41:48; 2020/06/05 04:16:24;="01:34:36";5676;919;[919] - High temp, Gen bear NDE;Temperature;DEV_UN;3146,60;;
 930; 2020/06/05 06:46:00; 2020/06/05 06:52:12;="00:06:12";372;315;[315] - ExEx low voltage L;Electrical;GRID;142,24;;
 931; 2020/06/07 06:31:30; 2020/06/07 07:23:06;="00:51:36";3096;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 945; 2020/06/15 09:53:54; 2020/06/15 15:02:00;="05:08:06";18486;-1;Unknown error;Other;DEV_SC;528,55;GIAN_SOFI;
 946; 2020/06/17 07:04:08; 2020/06/17 15:41:26;="08:37:18";31038;-1;Unknown error;Other;DEV_SC;1302,73;GIAN_SOFI;
 947; 2020/06/18 03:28:38; 2020/06/18 13:17:20;="09:48:42";35322;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;734,52;;
 955; 2020/06/28 22:13:29; 2020/06/29 00:08:05;="01:54:36";6876;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 964; 2020/07/03 07:19:44; 2020/07/03 08:30:38;="01:10:54";4254;-1;Unknown error;Other;DEV_SC;0,00;GASP_STEF;
 965; 2020/07/04 13:41:14; 2020/07/04 17:47:44;="04:06:30";14790;315;[315] - ExEx low voltage L;Electrical;GRID;625,83;GASP_STEF;
 972; 2020/07/07 19:13:01; 2020/07/07 20:18:55;="01:05:54";3954;315;[315] - ExEx low voltage L;Electrical;GRID;999,15;;
 980; 2020/07/09 14:55:44; 2020/07/09 15:26:56;="00:31:12";1872;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 981; 2020/07/12 16:19:44; 2020/07/12 17:38:56;="01:19:12";4752;852;[852] - Extr Extr high volt, L;Electrical;GRID;2098,23;GIAN_SOFI;
 990; 2020/07/15 17:07:18; 2020/07/15 17:38:36;="00:31:18";1878;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;49,52;;
 995; 2020/07/20 10:24:08; 2020/07/20 12:49:26;="02:25:18";8718;309;[309] - Pause over RCS;Electrical;GRID;0,00;;
 1002; 2020/07/20 17:04:08; 2020/07/20 17:40:08;="00:36:00";2160;-1;Unknown error;Other;GRID;58,86;GASP_STEF;
 1015; 2020/08/04 23:18:33; 2020/08/05 08:09:45;="08:51:12";31872;315;[315] - ExEx low voltage L;Electrical;GRID;830,18;CAPU_GIOV;
 1044; 2020/08/30 14:51:57; 2020/08/30 16:02:09;="01:10:12";4212;919;[919] - High temp, Gen bear NDE;Temperature;DEV_UN;2320,74;;
 1057; 2020/09/02 14:09:04; 2020/09/02 15:02:34;="00:53:30";3210;309;[309] - Pause over RCS;Other;ELE_SC;56,32;MARC_NARD;
 1058; 2020/09/03 08:06:28; 2020/09/03 15:57:28;="07:51:00";28260;309;[309] - Pause over RCS;Other;ELE_SC;301,64;MARC_NARD;
 1060; 2020/09/05 22:07:56; 2020/09/05 22:50:26;="00:42:30";2550;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 1096; 2020/10/09 21:20:43; 2020/10/09 23:03:49;="01:43:06";6186;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 1100; 2020/10/15 06:47:42; 2020/10/15 07:49:00;="01:01:18";3678;154;[154] - Max rotor RPM;Rotor;DEV_UN;83,92;;
 1108; 2020/10/20 09:06:51; 2020/10/20 09:27:15;="00:20:24";1224;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 1113; 2020/10/28 18:47:42; 2020/10/28 19:15:30;="00:27:48";1668;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 1127; 2020/11/03 13:08:13; 2020/11/03 16:14:07;="03:05:54";11154;-1;Unknown error;Other;DEV_SC;1,72;GASP_STEF;
 1128; 2020/11/03 16:14:07; 2020/11/03 16:33:55;="00:19:48";1188;-1;Unknown error;Other;DEV_SC;0,00;GASP_STEF;
 1129; 2020/11/05 09:02:55; 2020/11/05 09:36:01;="00:33:06";1986;-1;Unknown error;Electrical;GRID;0,00;GASP_STEF;
 1164; 2020/11/20 14:57:50; 2020/11/20 17:23:50;="02:26:00";8760;891;[891] - Yaw prot,;Yaw_system;ENV;4866,68;;
 1165; 2020/11/20 17:26:38; 2020/11/20 19:47:32;="02:20:54";8454;144;[144] - High windspeed;Wind_out_of_range;ENV;4696,65;;
 1166; 2020/11/20 19:52:50; 2020/11/20 20:01:26;="00:08:36";516;144;[144] - High windspeed;Wind_out_of_range;ENV;286,66;;
 1167; 2020/11/20 20:59:32; 2020/11/21 09:11:26;="12:11:54";43914;144;[144] - High windspeed;Wind_out_of_range;ENV;22730,00;;
