Date start:2018/06/22;Date stop:2021/03/10
Device;Date start;Date stop;Duration;Duration (sec);Error code;Description;Nature;Cause;Energy loss(kWh);Modified by
 1132; 2020/11/15 05:26:37; 2020/11/15 05:32:25;="00:05:48";348;-1;Unknown error;Other;DEV_UN;0,00;;
 1175; 2020/11/16 09:16:07; 2020/11/16 16:49:55;="07:33:48";27228;-1;Unknown error;Other;DEV_SC;1081,47;CAPU_GIOV;
 1137; 2020/11/17 09:36:19; 2020/11/17 12:48:49;="03:12:30";11550;352;[352] - Q7 breaker open;Electrical;DEV_UN;5610,02;;
 1138; 2020/11/20 14:09:26; 2020/11/20 14:39:32;="00:30:06";1806;891;[891] - Yaw prot,;Yaw_system;ENV;1003,32;;
 1139; 2020/11/20 14:42:32; 2020/11/20 20:27:26;="05:44:54";20694;144;[144] - High windspeed;Wind_out_of_range;ENV;6829,99;;
 1140; 2020/11/20 20:47:50; 2020/11/21 10:45:26;="13:57:36";50256;144;[144] - High windspeed;Wind_out_of_range;ENV;13586,67;;
 1141; 2020/11/21 12:01:20; 2020/11/21 14:46:44;="02:45:24";9924;144;[144] - High windspeed;Wind_out_of_range;ENV;4513,33;;
 1142; 2020/11/21 15:07:44; 2020/11/21 15:17:02;="00:09:18";558;144;[144] - High windspeed;Wind_out_of_range;ENV;310,01;;
 1143; 2020/11/21 16:33:08; 2020/11/21 17:21:08;="00:48:00";2880;144;[144] - High windspeed;Wind_out_of_range;ENV;1600,01;;
 1144; 2020/11/21 17:45:56; 2020/11/21 18:42:44;="00:56:48";3408;144;[144] - High windspeed;Wind_out_of_range;ENV;1893,35;;
 1145; 2020/11/21 22:04:14; 2020/11/22 00:59:38;="02:55:24";10524;144;[144] - High windspeed;Wind_out_of_range;ENV;5654,49;;
 1146; 2020/11/22 01:57:20; 2020/11/22 03:03:20;="01:06:00";3960;144;[144] - High windspeed;Wind_out_of_range;ENV;2200,00;;
 1177; 2020/11/29 09:38:53; 2020/11/29 10:33:19;="00:54:26";3266;-1;Unknown error;Electrical;GRID;1698,28;;
 1178; 2020/11/29 10:33:19; 2020/11/29 13:07:07;="02:33:48";9228;352;[352] - Q7 breaker open;Electrical;DEV_UN;5101,24;;
 1185; 2020/12/03 07:05:54; 2020/12/03 09:01:12;="01:55:18";6918;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 1186; 2020/12/03 09:12:42; 2020/12/03 09:17:48;="00:05:06";306;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 1187; 2020/12/05 08:30:30; 2020/12/05 08:44:30;="00:14:00";840;326;[326] - High temp, Aux;Temperature;DEV_UN;456,57;;
 1188; 2020/12/05 09:25:36; 2020/12/05 09:39:18;="00:13:42";822;326;[326] - High temp, Aux;Temperature;DEV_UN;453,43;;
 1189; 2020/12/05 10:36:24; 2020/12/05 10:50:24;="00:14:00";840;326;[326] - High temp, Aux;Temperature;DEV_UN;456,12;;
 1190; 2020/12/05 11:38:00; 2020/12/05 12:37:00;="00:59:00";3540;-1;Unknown error;Other;DEV_UN;1942,18;GASP_STEF;
 11184; 2020/12/09 11:51:44; 2020/12/09 15:35:14;="03:43:30";13410;-1;Unknown error;Other;DEV_SC;336,99;MARC_NARD;
 11185; 2020/12/10 07:02:32; 2020/12/10 15:11:38;="08:09:06";29346;-1;Unknown error;Other;DEV_SC;7,22;MARC_NARD;
 11186; 2020/12/11 07:46:50; 2020/12/11 15:41:50;="07:55:00";28500;-1;Unknown error;Other;DEV_SC;5256,40;MARC_NARD;
 11187; 2020/12/14 07:34:02; 2020/12/14 12:18:38;="04:44:36";17076;-1;Unknown error;Other;DEV_SC;4695,13;GASP_STEF;
 11190; 2020/12/16 12:44:46; 2020/12/16 13:47:54;="01:03:08";3788;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 11191; 2020/12/16 15:28:40; 2020/12/16 15:35:28;="00:06:48";408;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 11192; 2020/12/16 16:55:10; 2020/12/16 17:33:16;="00:38:06";2286;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 11193; 2020/12/20 09:24:52; 2020/12/20 12:01:28;="02:36:36";9396;352;[352] - Q7 breaker open;Electrical;DEV_UN;14,63;;
 11207; 2020/12/24 12:54:16; 2020/12/24 14:22:52;="01:28:36";5316;352;[352] - Q7 breaker open;Electrical;DEV_UN;1696,89;;
 11235; 2020/12/28 13:28:04; 2020/12/28 17:00:00;="03:31:56";12716;352;[352];Electrical;DEV_UN;6394,44;CAPU_GIOV;
 11236; 2020/12/28 17:00:00; 2020/12/29 09:09:37;="16:09:37";58177;352;[352];Electrical;FMJ;19147,89;CAPU_GIOV;
 11214; 2021/01/01 01:37:54; 2021/01/01 02:28:12;="00:50:18";3018;893;[893] - Heating slipring (H=0/PH=1);Slipring;DEV_UN;0,00;CAPU_GIOV;
 11215; 2021/01/01 09:52:48; 2021/01/01 13:56:36;="04:03:48";14628;352;[352] - Q7 breaker open;Electrical;DEV_UN;650,10;;
 11238; 2021/01/02 21:58:06; 2021/01/03 08:00:00;="10:01:54";36114;-1;Unknown error;Other;DEV_UN;1417,67;CAPU_GIOV;
 11237; 2021/01/03 08:00:00; 2021/01/03 14:16:36;="06:16:36";22596;-1;Unknown error;Other;FMJ;155,06;CAPU_GIOV;
 11239; 2021/01/13 07:37:37; 2021/01/13 12:55:13;="05:17:36";19056;-1;Unknown error;Other;DEV_SC;0,00;MARC_NARD;
 11242; 2021/01/22 23:17:23; 2021/01/22 23:36:59;="00:19:36";1176;-1;Unknown error;Other;DEV_UN;649,38;;
 11243; 2021/01/23 00:22:23; 2021/01/23 09:49:05;="09:26:42";34002;159;[159] - Ext, RPM guard;Other;DEV_UN;16485,58;;
 11250; 2021/02/07 11:51:27; 2021/02/07 12:33:27;="00:42:00";2520;159;[159] - Ext, RPM guard;Other;DEV_UN;807,10;SANT_GILB;
 11252; 2021/02/14 00:11:41; 2021/02/14 00:46:17;="00:34:36";2076;144;[144] - High windspeed;Wind_out_of_range;ENV;1153,33;;
 11253; 2021/02/14 01:06:53; 2021/02/14 01:37:11;="00:30:18";1818;891;[891] - Yaw prot,;Yaw_system;ENV;1010,00;;
 11254; 2021/02/14 01:57:05; 2021/02/14 04:44:23;="02:47:18";10038;144;[144] - High windspeed;Wind_out_of_range;ENV;3243,33;;
 11255; 2021/02/14 04:51:11; 2021/02/14 06:41:11;="01:50:00";6600;144;[144] - High windspeed;Wind_out_of_range;ENV;2666,66;;
 11256; 2021/02/14 07:19:29; 2021/02/14 09:56:05;="02:36:36";9396;144;[144] - High windspeed;Wind_out_of_range;ENV;3886,68;;
 11257; 2021/02/14 20:25:23; 2021/02/14 20:55:23;="00:30:00";1800;891;[891] - Yaw prot,;Yaw_system;ENV;1000,00;;
 11258; 2021/02/14 20:59:35; 2021/02/15 07:47:59;="10:48:24";38904;892;[892] - Yaw gear protection stop;Yaw_system;ENV;19613,03;;
 R1;;;="771:03:31";2775811;;;;;455069,83;;
 3; 2018/07/07 15:29:36; 2018/07/07 15:54:00;="00:24:24";1464;182;[182] - Feedback yawing CCW;Yaw_system;DEV_UN;243,87;;
 7; 2018/07/12 16:55:29; 2018/07/12 17:39:41;="00:44:12";2652;315;[315] - ExEx low voltage L;Electrical;GRID;248,57;;
 14; 2018/07/21 07:35:45; 2018/07/21 08:46:27;="01:10:42";4242;315;[315] - ExEx low voltage L;Electrical;ELE_UN;0,00;;
 15; 2018/07/22 16:30:39; 2018/07/22 19:05:57;="02:35:18";9318;899;[899] - Grid volt above stop lim;Electrical;ELE_UN;723,81;;
 41; 2018/07/31 12:02:52; 2018/07/31 12:32:45;="00:29:53";1793;309;[309] - Pause over RCS;Other;DEV_SC;152,77;MITO_MICH;
 52; 2018/08/02 19:45:23; 2018/08/02 21:00:00;="01:14:37";4477;315;[315];Other;ELE_UN;100,26;MITO_MICH;
 32; 2018/08/04 17:46:36; 2018/08/04 20:05:30;="02:18:54";8334;202;[202] - Frequency error 1;Electrical;ELE_UN;0,00;;
 58; 2018/08/06 14:36:48; 2018/08/06 15:19:06;="00:42:18";2538;899;[899] - Grid volt above stop lim;Electrical;ELE_UN;102,70;;
 59; 2018/08/06 16:10:36; 2018/08/06 17:27:00;="01:16:24";4584;899;[899] - Grid volt above stop lim;Electrical;ELE_UN;72,21;;
 60; 2018/08/06 19:05:00; 2018/08/06 20:09:54;="01:04:54";3894;315;[315] - ExEx low voltage L;Electrical;ELE_UN;0,00;;
 61; 2018/08/07 07:42:49; 2018/08/07 07:58:37;="00:15:48";948;202;[202] - Frequency error 1;Electrical;DEV_UN;0,00;MITO_MICH;
 62; 2018/08/08 09:50:21; 2018/08/08 10:42:15;="00:51:54";3114;-1;Unknown error;Other;DEV_O;0,00;MITO_MICH;
 82; 2018/08/15 11:32:56; 2018/08/15 12:08:26;="00:35:30";2130;315;[315] - ExEx low voltage L;Electrical;GRID;265,14;;
 83; 2018/08/16 14:25:14; 2018/08/16 14:51:08;="00:25:54";1554;315;[315] - ExEx low voltage L;Electrical;GRID;210,71;;
 84; 2018/08/17 15:06:50; 2018/08/17 17:21:38;="02:14:48";8088;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;3,06;MITO_MICH;
 90; 2018/08/20 13:23:24; 2018/08/20 16:49:06;="03:25:42";12342;315;[315] - ExEx low voltage L;Electrical;GRID;352,08;;
 94; 2018/08/21 07:08:00; 2018/08/21 15:33:30;="08:25:30";30330;-1;Unknown error;Other;DEV_SC;59,41;ANDR_FANT;
 95; 2018/08/22 07:11:37; 2018/08/22 13:27:49;="06:16:12";22572;-1;Unknown error;Other;DEV_SC;60,07;ANDR_FANT;
 102; 2018/08/28 07:08:35; 2018/08/30 12:48:35;="53:40:00";193200;-1;Unknown error;Other;DEV_UN;11,81;GIAN_SOFI;
 103; 2018/08/31 13:20:54; 2018/08/31 14:19:54;="00:59:00";3540;-1;Unknown error;Other;DEV_UN;370,74;GIAN_SOFI;
 113; 2018/09/04 17:08:04; 2018/09/04 19:15:00;="02:06:56";7616;315;[315] - ExEx low voltage L;Electrical;GRID;27,26;;
 119; 2018/09/10 17:56:19; 2018/09/10 19:16:07;="01:19:48";4788;176;[176] - Error on all wind sensors;Other;DEV_UN;250,13;;
 122; 2018/09/12 09:55:06; 2018/09/12 11:19:54;="01:24:48";5088;-1;Unknown error;Other;DEV_UN;0,00;GIAN_SOFI;
 129; 2018/09/13 12:19:30; 2018/09/13 12:50:36;="00:31:06";1866;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;10,25;;
 136; 2018/09/15 16:40:58; 2018/09/15 17:12:22;="00:31:24";1884;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;80,55;;
 143; 2018/09/17 17:14:40; 2018/09/17 17:43:46;="00:29:06";1746;315;[315] - ExEx low voltage L;Electrical;GRID;9,36;;
 144; 2018/09/18 07:03:00; 2018/09/18 07:20:18;="00:17:18";1038;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 145; 2018/09/18 10:48:36; 2018/09/18 12:20:07;="01:31:31";5491;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 149; 2018/09/20 09:47:41; 2018/09/20 10:04:23;="00:16:42";1002;309;[309] - Pause over RCS;Other;GRID;154,55;GIAN_SOFI;
 150; 2018/09/20 11:04:21; 2018/09/20 13:04:37;="02:00:16";7216;-1;Unknown error;Other;GRID;1425,07;GIAN_SOFI;
 155; 2018/09/24 16:36:10; 2018/09/24 20:23:31;="03:47:21";13641;100;[100] - Too many auto-restarts;Other;DEV_UN;5577,86;;
 156; 2018/09/24 20:26:31; 2018/09/28 13:33:37;="89:07:06";320826;704;[704] - Ch High res - load C;Other;DEV_UN;23193,97;;
 167; 2018/10/01 07:54:43; 2018/10/01 09:02:07;="01:07:24";4044;309;[309] - Pause over RCS;Electrical;ELE_SC;0,00;GIAN_SOFI;
 181; 2018/10/10 15:55:26; 2018/10/10 16:53:44;="00:58:18";3498;309;[309] - Pause over RCS;Other;ELE_SC;120,41;GIAN_SOFI;
 182; 2018/10/11 08:49:02; 2018/10/11 12:56:26;="04:07:24";14844;309;[309] - Pause over RCS;Other;ELE_SC;0,00;GIAN_SOFI;
 183; 2018/10/12 08:45:14; 2018/10/12 11:01:50;="02:16:36";8196;309;[309] - Pause over RCS;Other;ELE_SC;203,15;GIAN_SOFI;
 194; 2018/10/22 10:56:17; 2018/10/22 11:09:59;="00:13:42";822;891;[891] - Yaw prot,;Yaw_system;ENV;456,67;;
 197; 2018/10/22 13:46:11; 2018/10/22 14:12:05;="00:25:54";1554;891;[891] - Yaw prot,;Yaw_system;ENV;863,32;;
 198; 2018/10/22 16:19:35; 2018/10/22 18:19:23;="01:59:48";7188;892;[892] - Yaw gear protection stop;Yaw_system;ENV;3992,51;;
 199; 2018/10/23 06:20:29; 2018/10/23 06:56:17;="00:35:48";2148;144;[144] - High windspeed;Wind_out_of_range;ENV;542,82;;
 200; 2018/10/25 11:18:41; 2018/10/25 11:48:59;="00:30:18";1818;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 219; 2018/10/29 13:36:48; 2018/10/29 14:07:48;="00:31:00";1860;703;[703] - RT Dip exc, lim,;Electrical;GRID;266,66;;
 220; 2018/10/29 14:33:24; 2018/10/29 14:52:34;="00:19:10";1150;315;[315] - ExEx low voltage L;Electrical;GRID;286,20;;
 221; 2018/10/29 15:08:04; 2018/10/29 15:34:04;="00:26:00";1560;315;[315] - ExEx low voltage L;Electrical;GRID;111,58;;
 224; 2018/10/30 02:29:33; 2018/10/30 12:23:39;="09:54:06";35646;891;[891] - Yaw prot,;Yaw_system;ENV;390,76;;
 249; 2018/11/19 07:32:43; 2018/11/19 07:57:13;="00:24:30";1470;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 256; 2018/11/30 11:04:06; 2018/11/30 11:35:36;="00:31:30";1890;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 266; 2018/12/10 15:28:33; 2018/12/10 16:11:15;="00:42:42";2562;182;[182] - Feedback yawing CCW;Yaw_system;DEV_UN;1372,68;;
 269; 2018/12/13 08:53:32; 2018/12/13 09:28:14;="00:34:42";2082;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 285; 2018/12/25 06:56:44; 2018/12/25 07:27:02;="00:30:18";1818;891;[891] - Yaw prot,;Yaw_system;ENV;1010,01;;
 298; 2019/01/02 16:01:06; 2019/01/02 16:08:06;="00:07:00";420;891;[891] - Yaw prot,;Yaw_system;ENV;233,34;;
 299; 2019/01/02 22:33:42; 2019/01/02 23:01:06;="00:27:24";1644;891;[891] - Yaw prot,;Yaw_system;ENV;913,33;;
 300; 2019/01/03 17:38:00; 2019/01/03 22:50:43;="05:12:43";18763;892;[892] - Yaw gear protection stop;Yaw_system;ENV;9307,13;;
 301; 2019/01/04 02:18:55; 2019/01/04 03:03:55;="00:45:00";2700;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;24,17;;
 325; 2019/01/12 23:53:28; 2019/01/13 00:59:16;="01:05:48";3948;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 333; 2019/01/15 23:12:46; 2019/01/16 00:43:16;="01:30:30";5430;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 344; 2019/01/24 18:39:29; 2019/01/24 19:00:17;="00:20:48";1248;891;[891] - Yaw prot,;Yaw_system;ENV;693,33;;
 345; 2019/01/24 19:33:17; 2019/01/24 20:03:59;="00:30:42";1842;891;[891] - Yaw prot,;Yaw_system;ENV;1023,33;;
 346; 2019/01/24 20:46:47; 2019/01/24 22:46:59;="02:00:12";7212;892;[892] - Yaw gear protection stop;Yaw_system;ENV;4006,69;;
 347; 2019/01/25 04:16:17; 2019/01/25 05:00:23;="00:44:06";2646;144;[144] - High windspeed;Wind_out_of_range;ENV;1469,99;;
 348; 2019/01/26 12:31:08; 2019/01/26 12:50:32;="00:19:24";1164;900;[900] - Pause through local keyboard;Other;DEV_SC;460,82;GIAN_SOFI;
 349; 2019/01/27 12:49:40; 2019/01/27 14:18:34;="01:28:54";5334;315;[315] - ExEx low voltage L;Electrical;GRID;724,46;;
 372; 2019/02/06 05:20:49; 2019/02/06 05:51:01;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1006,66;;
 373; 2019/02/06 09:34:43; 2019/02/06 10:43:07;="01:08:24";4104;144;[144] - High windspeed;Wind_out_of_range;ENV;2103,94;;
 379; 2019/02/11 18:21:21; 2019/02/11 19:02:33;="00:41:12";2472;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;20,14;;
 380; 2019/02/13 11:30:25; 2019/02/13 11:41:55;="00:11:30";690;891;[891] - Yaw prot,;Yaw_system;ENV;383,34;;
 381; 2019/02/13 21:40:01; 2019/02/13 22:14:43;="00:34:42";2082;891;[891] - Yaw prot,;Yaw_system;ENV;1156,50;;
 383; 2019/02/15 19:32:25; 2019/02/15 20:27:55;="00:55:30";3330;144;[144] - High windspeed;Wind_out_of_range;ENV;930,61;;
 405; 2019/02/18 17:01:13; 2019/02/18 17:24:56;="00:23:43";1423;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 406; 2019/02/21 19:52:11; 2019/02/21 21:12:11;="01:20:00";4800;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 407; 2019/02/23 04:29:23; 2019/02/23 07:35:11;="03:05:48";11148;891;[891] - Yaw prot,;Yaw_system;ENV;5193,32;;
 408; 2019/02/23 07:59:35; 2019/02/23 08:15:29;="00:15:54";954;144;[144] - High windspeed;Wind_out_of_range;ENV;516,16;;
 409; 2019/02/23 08:27:17; 2019/02/23 11:14:23;="02:47:06";10026;892;[892] - Yaw gear protection stop;Yaw_system;ENV;4903,33;;
 410; 2019/02/23 11:21:53; 2019/02/23 13:16:47;="01:54:54";6894;891;[891] - Yaw prot,;Yaw_system;ENV;3496,67;;
 411; 2019/02/23 13:21:05; 2019/02/24 19:34:09;="30:13:04";108784;892;[892] - Yaw gear protection stop;Yaw_system;ENV;38664,82;;
 412; 2019/02/25 14:40:09; 2019/02/25 15:10:09;="00:30:00";1800;891;[891] - Yaw prot,;Yaw_system;ENV;967,60;;
 413; 2019/02/25 16:24:45; 2019/02/25 16:55:03;="00:30:18";1818;891;[891] - Yaw prot,;Yaw_system;ENV;1005,98;;
 415; 2019/02/25 19:39:57; 2019/02/25 20:05:09;="00:25:12";1512;144;[144] - High windspeed;Wind_out_of_range;ENV;840,00;;
 416; 2019/02/25 20:07:39; 2019/02/25 23:44:33;="03:36:54";13014;892;[892] - Yaw gear protection stop;Yaw_system;ENV;7230,00;;
 453; 2019/03/12 00:07:49; 2019/03/12 13:40:46;="13:32:57";48777;156;[156] - Chock sensor trigged;Other;DEV_UN;26222,12;;
 473; 2019/03/14 14:00:58; 2019/03/14 14:23:04;="00:22:06";1326;315;[315] - ExEx low voltage L;Electrical;GRID;65,53;;
 476; 2019/03/19 07:24:24; 2019/03/19 14:53:30;="07:29:06";26946;-1;Unknown error;Other;DEV_SC;2461,78;GIAN_SOFI;
 478; 2019/03/22 11:13:30; 2019/03/22 12:36:00;="01:22:30";4950;-1;Unknown error;Other;DEV_SC;2164,73;GIAN_SOFI;
 488; 2019/04/01 07:19:24; 2019/04/01 14:53:18;="07:33:54";27234;-1;Unknown error;Other;DEV_SC;5717,91;GIAN_SOFI;
 499; 2019/05/01 17:41:24; 2019/05/01 18:47:18;="01:05:54";3954;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;8,31;;
 502; 2019/05/02 12:52:12; 2019/05/02 12:59:36;="00:07:24";444;315;[315] - ExEx low voltage L;Electrical;GRID;7,15;GIAN_SOFI;
 516; 2019/05/12 07:49:20; 2019/05/12 15:29:32;="07:40:12";27612;315;[315] - ExEx low voltage L;Electrical;GRID;414,31;;
 521; 2019/05/17 05:11:26; 2019/05/17 07:32:56;="02:21:30";8490;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;GIAN_SOFI;
 530; 2019/05/28 12:38:32; 2019/05/28 13:30:26;="00:51:54";3114;-1;Unknown error;Other;DEV_SC;509,51;CAPU_GIOV;
 593; 2019/07/01 12:04:20; 2019/07/01 12:37:08;="00:32:48";1968;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 594; 2019/07/02 07:41:39; 2019/07/02 08:26:27;="00:44:48";2688;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 595; 2019/07/05 11:06:27; 2019/07/05 14:31:09;="03:24:42";12282;-1;Unknown error;Other;DEV_SC;107,45;GIAN_SOFI;
 603; 2019/07/18 19:56:24; 2019/07/18 20:15:30;="00:19:06";1146;315;[315] - ExEx low voltage L;Electrical;GRID;14,98;;
 611; 2019/07/28 04:42:42; 2019/07/28 04:49:36;="00:06:54";414;318;[318] - Cannot syncronize RPM;Other;ENV;184,81;GIAN_SOFI;
 612; 2019/07/28 15:46:48; 2019/07/28 15:53:24;="00:06:36";396;315;[315] - ExEx low voltage L;Electrical;GRID;23,21;;
 618; 2019/08/04 14:53:37; 2019/08/04 15:22:55;="00:29:18";1758;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;19,33;;
 622; 2019/08/06 07:38:01; 2019/08/06 15:16:32;="07:38:31";27511;-1;Unknown error;Other;DEV_SC;616,21;GIAN_SOFI;
 634; 2019/08/24 19:11:58; 2019/08/24 19:18:34;="00:06:36";396;315;[315] - ExEx low voltage L;Electrical;GRID;176,77;;
 640; 2019/08/28 12:07:44; 2019/08/28 12:38:56;="00:31:12";1872;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;66,66;;
 647; 2019/09/01 15:08:42; 2019/09/01 15:16:32;="00:07:50";470;315;[315] - ExEx low voltage L;Electrical;GRID;6,32;;
 651; 2019/09/05 12:37:18; 2019/09/05 14:47:55;="02:10:37";7837;87;[87] - Pitch dev, min;Pitch_system;DEV_UN;258,72;;
 654; 2019/09/13 08:08:00; 2019/09/13 13:17:12;="05:09:12";18552;309;[309] - Pause over RCS;Other;ELE_SC;2617,84;CAPU_GIOV;
 660; 2019/09/23 02:17:13; 2019/09/23 09:00:31;="06:43:18";24198;176;[176] - Error on all wind sensors;Other;ENV;41,41;GIAN_SOFI;
 667; 2019/09/23 10:24:07; 2019/09/23 16:44:55;="06:20:48";22848;309;[309] - Pause over RCS;Other;DEV_SC;4044,74;GIAN_SOFI;
 676; 2019/10/02 14:57:23; 2019/10/02 15:03:53;="00:06:30";390;899;[899] - Grid volt above stop lim;Electrical;GRID;158,66;;
 677; 2019/10/02 16:19:11; 2019/10/07 13:14:46;="116:55:35";420935;315;[315] - ExEx low voltage L;Electrical;FMJ;50434,70;GIAN_SOFI;
 683; 2019/10/07 13:19:46; 2019/10/07 13:27:58;="00:08:12";492;145;[145] - Low processor temp, in top;Temperature;FMJ;272,92;GIAN_SOFI;
 684; 2019/10/07 13:30:04; 2019/10/07 13:44:58;="00:14:54";894;309;[309] - Pause over RCS;Other;FMJ;495,57;GIAN_SOFI;
 687; 2019/10/10 07:28:02; 2019/10/10 12:31:20;="05:03:18";18198;-1;Unknown error;Other;DEV_SC;30,29;GIAN_SOFI;
 688; 2019/10/12 12:05:08; 2019/10/12 12:35:44;="00:30:36";1836;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 700; 2019/10/31 11:11:39; 2019/10/31 13:21:21;="02:09:42";7782;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 703; 2019/11/03 11:38:40; 2019/11/03 11:45:16;="00:06:36";396;899;[899] - Grid volt above stop lim;Electrical;GRID;50,71;;
 710; 2019/11/09 20:20:54; 2019/11/09 20:27:18;="00:06:24";384;852;[852] - Extr Extr high volt, L;Electrical;GRID;74,24;GIAN_SOFI;
 711; 2019/11/10 09:14:06; 2019/11/10 09:32:00;="00:17:54";1074;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 721; 2019/11/15 20:46:00; 2019/11/15 21:35:36;="00:49:36";2976;315;[315] - ExEx low voltage L;Electrical;GRID;215,76;GIAN_SOFI;
 722; 2019/11/16 07:13:12; 2019/11/16 23:39:54;="16:26:42";59202;899;[899] - Grid volt above stop lim;Electrical;GRID;3993,27;;
 723; 2019/11/17 08:00:12; 2019/11/17 13:30:38;="05:30:26";19826;315;[315] - ExEx low voltage L;Electrical;GRID;2394,70;GIAN_SOFI;
 734; 2019/12/06 13:44:43; 2019/12/06 14:16:55;="00:32:12";1932;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;6,69;;
 741; 2019/12/10 15:52:53; 2019/12/10 16:24:41;="00:31:48";1908;891;[891] - Yaw prot,;Yaw_system;ENV;1060,00;;
 742; 2019/12/10 18:05:59; 2019/12/10 19:14:11;="01:08:12";4092;891;[891] - Yaw prot,;Yaw_system;ENV;2273,34;;
 743; 2019/12/10 20:17:41; 2019/12/10 20:59:59;="00:42:18";2538;891;[891] - Yaw prot,;Yaw_system;ENV;1409,99;;
 744; 2019/12/10 21:22:17; 2019/12/10 22:13:11;="00:50:54";3054;153;[153] - Max generator RPM;Generator;ENV;1696,67;GIAN_SOFI;
 745; 2019/12/10 23:34:05; 2019/12/11 04:50:53;="05:16:48";19008;892;[892] - Yaw gear protection stop;Yaw_system;ENV;10556,74;;
 746; 2019/12/14 02:48:53; 2019/12/14 03:23:29;="00:34:36";2076;891;[891] - Yaw prot,;Yaw_system;ENV;1043,10;;
 753; 2019/12/22 06:15:54; 2019/12/22 06:46:06;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1004,67;;
 760; 2019/12/28 21:31:24; 2019/12/28 22:18:36;="00:47:12";2832;144;[144] - High windspeed;Wind_out_of_range;ENV;620,04;;
 761; 2019/12/28 22:53:48; 2019/12/28 23:24:18;="00:30:30";1830;891;[891] - Yaw prot,;Yaw_system;ENV;1016,66;;
 762; 2019/12/30 00:06:06; 2019/12/30 00:23:48;="00:17:42";1062;144;[144] - High windspeed;Wind_out_of_range;ENV;590,00;;
 777; 2019/12/30 13:47:12; 2019/12/30 14:18:12;="00:31:00";1860;891;[891] - Yaw prot,;Yaw_system;ENV;1033,33;;
 782; 2020/01/05 21:35:48; 2020/01/05 22:06:30;="00:30:42";1842;891;[891] - Yaw prot,;Yaw_system;ENV;1023,34;;
 783; 2020/01/05 23:23:06; 2020/01/06 00:09:00;="00:45:54";2754;144;[144] - High windspeed;Wind_out_of_range;ENV;1530,02;;
 784; 2020/01/06 00:40:00; 2020/01/06 07:08:36;="06:28:36";23316;892;[892] - Yaw gear protection stop;Yaw_system;ENV;12619,98;;
 785; 2020/01/06 10:09:00; 2020/01/06 10:37:12;="00:28:12";1692;891;[891] - Yaw prot,;Yaw_system;ENV;940,00;;
 797; 2020/01/09 14:14:30; 2020/01/09 16:24:00;="02:09:30";7770;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 801; 2020/01/15 12:10:29; 2020/01/15 13:33:17;="01:22:48";4968;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 804; 2020/01/24 13:08:32; 2020/01/24 16:08:08;="02:59:36";10776;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 814; 2020/02/06 01:24:59; 2020/02/06 06:17:05;="04:52:06";17526;891;[891] - Yaw prot,;Yaw_system;ENV;9015,17;;
 815; 2020/02/06 09:20:05; 2020/02/06 09:40:41;="00:20:36";1236;891;[891] - Yaw prot,;Yaw_system;ENV;686,67;;
 816; 2020/02/06 13:08:11; 2020/02/06 14:13:35;="01:05:24";3924;144;[144] - High windspeed;Wind_out_of_range;ENV;1513,33;;
